["1_HKD_CN_No","0.0220533","0.00436747","0.0126016","-0.208903996","-0.038057645"],
["1_HKD_CN_Pro","0.0185202","0.00367287","0.0103912","-0.320187096","-0.031049224"],
["1_HKD_CN_Tech","0.0171402","0.00340104","0.0106943","-0.336529272","-0.031049224"],
["1_HKD_No_No","0.011826","0.0023515","0.00881787","-0.527167688","-0.026827099"],
["1_HKD_No_Pro","0.01164","0.00231469","0.00794832","-0.589471334","-0.021866237"],
["1_HKD_No_Tech","0.00956998","0.00190462","0.00801754","-0.635528943","-0.021866237"],
["1_HKD_US_No","0.0289455","0.00571694","0.0110257","-0.116370578","-0.026314399"],
["1_HKD_US_Pro","0.023115","0.00457582","0.00953789","-0.254163451","-0.02318089"],
["1_HKD_US_Tech","0.021735","0.00430497","0.00960198","-0.280674584","-0.02318089"],
["1_USD_CN_No","0.132178","0.0251115","0.023973","0.755495412","-0.060772545"],
["1_USD_CN_Pro","0.125043","0.0238176","0.0217707","0.772491586","-0.056201205"],
["1_USD_CN_Tech","0.174887","0.0327231","0.0264252","0.973429956","-0.060454574"],
["1_USD_No_No","0.10859","0.0208088","0.0188311","0.733297763","-0.047103825"],
["1_USD_No_Pro","0.109682","0.0210095","0.0190863","0.734009956","-0.046973052"],
["1_USD_No_Tech","0.151299","0.0285473","0.0216227","0.996511496","-0.047292848"],
["1_USD_US_No","0.123649","0.0235641","0.0191757","0.863803941","-0.04534928"],
["1_USD_US_Pro","0.119357","0.0227818","0.0191614","0.823626964","-0.045846806"],
["1_USD_US_Tech","0.147102","0.027797","0.0210327","0.988793897","-0.045644813"],
["2_HKD_CN_No","0.121224","0.0231223","0.0562074","0.286836231","-0.100232787"],
["2_HKD_CN_Pro","0.0956633","0.0184196","0.0480149","0.237833942","-0.08818706"],
["2_HKD_CN_Tech","0.0935933","0.0180349","0.0481143","0.229347152","-0.091468909"],
["2_HKD_No_No","0.107838","0.0206704","0.0558929","0.244581101","-0.097847396"],
["2_HKD_No_Pro","0.11081","0.0212169","0.0527802","0.269359888","-0.08684597"],
["2_HKD_No_Tech","0.10874","0.0208364","0.0527794","0.26215528","-0.090122423"],
["2_HKD_US_No","0.112891","0.0215988","0.0520529","0.280460661","-0.084698434"],
["2_HKD_US_Pro","0.102556","0.0196962","0.0483527","0.262575183","-0.080671721"],
["2_HKD_US_Tech","0.120153","0.0229271","0.0548812","0.290211125","-0.091475204"],
["2_USD_CN_No","0.362767","0.0637875","0.0675939","0.840127942","-0.101739202"],
["2_USD_CN_Pro","0.363858","0.0639577","0.0678985","0.838864702","-0.101390902"],
["2_USD_CN_Tech","0.405476","0.0703661","0.0711439","0.890675273","-0.104790367"],
["2_USD_No_No","0.33918","0.0600833","0.0654949","0.810494802","-0.091614549"],
["2_USD_No_Pro","0.340999","0.0603708","0.0661609","0.806682329","-0.091234357"],
["2_USD_No_Tech","0.381889","0.066753","0.0692118","0.86333559","-0.096302565"],
["2_USD_US_No","0.364277","0.0640229","0.0683158","0.834696534","-0.093845767"],
["2_USD_US_Pro","0.340999","0.0603708","0.0661609","0.806682329","-0.091234357"],
["2_USD_US_Tech","0.410362","0.0711083","0.0718559","0.892178566","-0.09966427"],
["3_HKD_CN_No","0.169468","0.0317697","0.0730858","0.33891273","-0.142436429"],
["3_HKD_CN_Pro","0.169158","0.0317151","0.0718967","0.343758058","-0.142505775"],
["3_HKD_CN_Tech","0.165708","0.0311061","0.0729227","0.330570985","-0.14781024"],
["3_HKD_No_No","0.152422","0.0287476","0.0680008","0.319813868","-0.128415393"],
["3_HKD_No_Pro","0.152112","0.0286923","0.0668313","0.324583124","-0.128444822"],
["3_HKD_No_Tech","0.148662","0.0280762","0.0677205","0.311222931","-0.133906181"],
["3_HKD_US_No","0.180955","0.0337865","0.0719872","0.372100209","-0.128618029"],
["3_HKD_US_Pro","0.180645","0.0337323","0.0708213","0.377460885","-0.128647484"],
["3_HKD_US_Tech","0.177195","0.0331281","0.0716621","0.364601099","-0.1340043"],
["3_USD_CN_No","0.564501","0.0935348","0.102848","0.841382802","-0.164108659"],
["3_USD_CN_Pro","0.56632","0.0937887","0.103414","0.839232306","-0.163623206"],
["3_USD_CN_Tech","0.635683","0.103299","0.109108","0.88259799","-0.169484242"],
["3_USD_No_No","0.525189","0.0879892","0.100486","0.805976423","-0.149623786"],
["3_USD_No_Pro","0.527008","0.0882483","0.101157","0.803189138","-0.149294894"],
["3_USD_No_Tech","0.596371","0.0979493","0.107121","0.84903174","-0.156734105"],
["3_USD_US_No","0.550286","0.0915426","0.103514","0.816723036","-0.150412262"],
["3_USD_US_Pro","0.527008","0.0882483","0.101157","0.803189138","-0.149294894"],
["3_USD_US_Tech","0.596371","0.0979493","0.107121","0.84903174","-0.156734105"],
["4_HKD_CN_No","0.227138","0.0417397","0.100969","0.344062263","-0.190679442"],
["4_HKD_CN_Pro","0.226828","0.0416872","0.099768","0.347678345","-0.19087078"],
["4_HKD_CN_Tech","0.223378","0.0411013","0.100961","0.33776523","-0.195615846"],
["4_HKD_No_No","0.210093","0.0388326","0.0951375","0.334595975","-0.178858011"],
["4_HKD_No_Pro","0.209783","0.0387795","0.0939382","0.338302022","-0.179021342"],
["4_HKD_No_Tech","0.206333","0.038187","0.0950786","0.328012535","-0.183892972"],
["4_HKD_US_No","0.238625","0.0436806","0.0976454","0.375651646","-0.178164028"],
["4_HKD_US_Pro","0.238315","0.0436285","0.0964368","0.379818223","-0.17832266"],
["4_HKD_US_Tech","0.234865","0.0430469","0.0975258","0.369614259","-0.183110966"],
["4_USD_CN_No","0.682786","0.109574","0.119934","0.855253658","-0.216552973"],
["4_USD_CN_Pro","0.684605","0.109814","0.120237","0.855089067","-0.21611807"],
["4_USD_CN_Tech","0.753968","0.118796","0.124793","0.895848287","-0.221113331"],
["4_USD_No_No","0.643474","0.104346","0.114093","0.853218784","-0.196908839"],
["4_USD_No_Pro","0.647112","0.104834","0.114987","0.850826547","-0.195982361"],
["4_USD_No_Tech","0.714656","0.113741","0.119464","0.893499163","-0.201801393"],
["4_USD_US_No","0.693669","0.111004","0.11857","0.877151055","-0.195354954"],
["4_USD_US_Pro","0.695488","0.111242","0.119043","0.87567041","-0.194819912"],
["4_USD_US_Tech","0.712102","0.113409","0.11981","0.888151812","-0.197619828"],
["5_HKD_CN_No","0.344386","0.0609053","0.129533","0.416152238","-0.229357527"],
["5_HKD_CN_Pro","0.309984","0.0554254","0.115395","0.419651009","-0.203790943"],
["5_HKD_CN_Tech","0.32358","0.0576047","0.122749","0.412263289","-0.21856635"],
["5_HKD_No_No","0.310294","0.0554753","0.116715","0.415330832","-0.203579207"],
["5_HKD_No_Pro","0.309674","0.0553755","0.114162","0.423745722","-0.204003735"],
["5_HKD_No_Tech","0.302774","0.0542623","0.116325","0.406295599","-0.212859582"],
["5_HKD_US_No","0.36736","0.0645028","0.122092","0.470977955","-0.202698494"],
["5_HKD_US_Pro","0.338517","0.0599785","0.11802","0.448892881","-0.202748505"],
["5_HKD_US_Tech","0.335067","0.0594321","0.119017","0.44054461","-0.207106804"],
["5_USD_CN_No","0.855399","0.131433","0.148056","0.840439924","-0.260829639"],
["5_USD_CN_Pro","0.817905","0.126827","0.143316","0.836104257","-0.243702158"],
["5_USD_CN_Tech","0.92658","0.139974","0.152225","0.873536411","-0.265119207"],
["5_USD_No_No","0.776774","0.121687","0.138729","0.82670078","-0.227259752"],
["5_USD_No_Pro","0.780412","0.122146","0.139832","0.823458412","-0.225319958"],
["5_USD_No_Tech","0.919138","0.139093","0.148653","0.888600724","-0.238614787"],
["5_USD_US_No","0.826969","0.127948","0.142929","0.846209336","-0.226512481"],
["5_USD_US_Pro","0.828788","0.128172","0.143494","0.844439461","-0.225546603"],
["5_USD_US_Tech","0.855442","0.131438","0.144923","0.858649039","-0.228802838"],
["HIS","0.0421948","0.0082909","0.17512","-0.002831776","-0.35591389"],
